id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4502,15772995.0,Tuan,558.0,Spain,Female,38.0,5.0,0.0,2.0,1.0,1.0,171706.66,0.0
4503,15703563.0,Wang,683.0,France,Male,44.0,1.0,0.0,1.0,1.0,1.0,106040.97,0.0
4504,15790717.0,Chiwetelu,599.0,France,Male,29.0,5.0,0.0,2.0,0.0,1.0,151822.66,0.0
4505,15760090.0,Iadanza,771.0,Spain,Female,39.0,1.0,0.0,2.0,0.0,1.0,179843.33,0.0
4506,15601116.0,Brown,535.0,Spain,Male,30.0,5.0,0.0,2.0,1.0,1.0,131389.39,0.0
4507,15669994.0,Nwagugheuzo,622.0,France,Female,40.0,5.0,121535.18,1.0,0.0,0.0,144870.28,0.0
4508,15793883.0,Yashina,635.0,France,Female,30.0,4.0,0.0,2.0,1.0,0.0,74850.84,0.0
4509,15618581.0,Hsing,682.0,France,Male,31.0,9.0,0.0,2.0,1.0,0.0,85522.84,0.0
4510,15610226.0,Onwudiwe,628.0,France,Male,47.0,8.0,0.0,1.0,1.0,0.0,185211.28,1.0
4511,15615176.0,Genovese,569.0,France,Male,41.0,7.0,0.0,2.0,1.0,1.0,142838.64,0.0
4512,15786035.0,Ebelechukwu,721.0,Germany,Female,36.0,9.0,98668.18,1.0,1.0,0.0,131043.2,0.0
4513,15672640.0,Pinto,645.0,France,Female,25.0,9.0,103819.47,2.0,1.0,1.0,56518.0,0.0
4514,15590828.0,Hargreaves,689.0,France,Male,31.0,2.0,141782.57,1.0,1.0,1.0,14379.01,0.0
4515,15657771.0,Onyemere,641.0,Spain,Female,31.0,0.0,0.0,1.0,1.0,1.0,160122.66,1.0
4516,15783526.0,Burtch,648.0,Spain,Female,36.0,2.0,0.0,2.0,1.0,0.0,124052.97,0.0
4517,15623277.0,Chukwualuka,757.0,Spain,Female,40.0,5.0,0.0,2.0,0.0,1.0,103931.49,0.0
4518,15662238.0,Chidimma,709.0,Spain,Female,31.0,4.0,0.0,2.0,1.0,0.0,126439.18,0.0
4519,15686588.0,Hs?,622.0,Germany,Male,42.0,1.0,119624.6,2.0,1.0,1.0,91574.92,1.0
4520,15767339.0,Hsu,794.0,France,Female,44.0,1.0,0.0,2.0,1.0,1.0,192505.62,0.0
4521,15711571.0,Chien,624.0,France,Female,43.0,5.0,0.0,1.0,0.0,0.0,84908.2,1.0
4522,15782390.0,Ndubueze,585.0,Spain,Male,31.0,2.0,0.0,2.0,1.0,1.0,10883.52,0.0
4523,15781665.0,Ulyanova,753.0,France,Male,44.0,8.0,0.0,2.0,0.0,1.0,136812.02,0.0
4524,15603914.0,Pinto,538.0,Germany,Male,41.0,9.0,137843.7,1.0,1.0,1.0,159475.08,1.0
4525,15690540.0,Hsing,775.0,Germany,Male,60.0,9.0,113905.48,1.0,1.0,0.0,51907.72,1.0
4526,15800517.0,Nkemdilim,616.0,Germany,Male,59.0,7.0,84944.58,2.0,1.0,1.0,8996.79,1.0
4527,15812279.0,Lucciano,776.0,Spain,Male,36.0,5.0,112281.7,1.0,0.0,1.0,153662.88,0.0
4528,15716334.0,Ch'iu,745.0,France,Male,38.0,8.0,0.0,2.0,1.0,1.0,90547.94,0.0
4529,15686983.0,Cattaneo,653.0,Germany,Male,38.0,9.0,151933.63,1.0,1.0,1.0,72876.44,0.0
4530,15692408.0,Chukwuemeka,523.0,Germany,Female,46.0,7.0,129776.72,1.0,1.0,0.0,94498.82,1.0
4531,15731149.0,Shubin,607.0,Spain,Male,35.0,1.0,0.0,2.0,0.0,0.0,48217.97,0.0
4532,15757541.0,Onyemere,632.0,Spain,Female,41.0,1.0,0.0,2.0,1.0,0.0,170886.78,0.0
4533,15724200.0,Chiu,746.0,Spain,Male,33.0,6.0,0.0,2.0,0.0,0.0,92915.84,0.0
4534,15793901.0,Chinwenma,703.0,France,Female,49.0,1.0,0.0,3.0,1.0,1.0,83700.66,1.0
4535,15722053.0,Iheanacho,687.0,France,Male,35.0,8.0,0.0,2.0,0.0,0.0,150661.42,0.0
4536,15624592.0,Y?,749.0,Spain,Male,43.0,10.0,0.0,2.0,1.0,0.0,149653.64,0.0
4537,15573851.0,Zito,713.0,France,Male,33.0,3.0,0.0,1.0,0.0,0.0,180426.2,0.0
4538,15594827.0,Chiawuotu,738.0,France,Male,39.0,7.0,0.0,2.0,1.0,1.0,72945.29,0.0
4539,15676519.0,Ch'ang,589.0,France,Female,39.0,8.0,0.0,1.0,1.0,0.0,182867.84,1.0
4540,15770309.0,Shih,710.0,France,Male,35.0,7.0,0.0,2.0,1.0,0.0,93883.53,0.0
4541,15742798.0,P'eng,593.0,France,Female,47.0,3.0,119624.6,2.0,1.0,0.0,175893.53,0.0
4542,15794396.0,Rizzo,705.0,France,Male,33.0,8.0,185734.75,1.0,0.0,0.0,161579.85,0.0
4543,15566790.0,Chien,545.0,France,Female,34.0,5.0,0.0,2.0,1.0,0.0,172668.39,0.0
4544,15777076.0,Bezrukov,645.0,Spain,Female,28.0,7.0,146780.52,1.0,1.0,1.0,61961.57,0.0
4545,15788442.0,Lombardi,748.0,Germany,Female,44.0,9.0,123894.43,1.0,0.0,0.0,96832.82,1.0
4546,15658057.0,Genovesi,588.0,France,Male,27.0,2.0,0.0,2.0,0.0,0.0,183569.55,0.0
4547,15700854.0,Hoolan,727.0,Germany,Male,34.0,1.0,135814.7,2.0,1.0,1.0,119565.34,0.0
4548,15691808.0,Ku,809.0,Spain,Female,35.0,1.0,128362.59,1.0,0.0,1.0,138889.15,1.0
4549,15742819.0,K'ung,648.0,France,Male,25.0,2.0,0.0,1.0,1.0,0.0,85746.52,0.0
4550,15662494.0,Hughes,642.0,France,Male,33.0,2.0,0.0,2.0,1.0,1.0,83679.63,0.0
4551,15667588.0,Ch'iu,627.0,Germany,Male,41.0,8.0,133434.57,3.0,1.0,0.0,64595.25,1.0
4552,15574879.0,Ts'ai,711.0,Germany,Male,40.0,8.0,144757.02,1.0,1.0,1.0,79919.13,1.0
4553,15582714.0,Ch'ien,653.0,Germany,Male,38.0,4.0,123948.54,1.0,0.0,0.0,179655.85,0.0
4554,15653547.0,Trevisani,619.0,France,Female,38.0,10.0,0.0,2.0,0.0,1.0,157567.29,0.0
4555,15776921.0,Chukwuemeka,619.0,France,Female,35.0,9.0,145540.03,2.0,1.0,0.0,176984.34,0.0
4556,15761713.0,Chia,645.0,France,Male,44.0,3.0,0.0,1.0,1.0,0.0,44965.54,1.0
4557,15605341.0,T'ien,749.0,France,Female,31.0,7.0,0.0,2.0,1.0,0.0,169203.51,0.0
4558,15722533.0,Onwuamaeze,654.0,Spain,Female,41.0,7.0,0.0,2.0,1.0,0.0,132801.57,0.0
4559,15715117.0,Ch'ien,773.0,Spain,Female,33.0,4.0,0.0,2.0,0.0,1.0,138344.7,0.0
4560,15702801.0,Nnaife,710.0,France,Female,33.0,4.0,0.0,1.0,1.0,0.0,106837.06,0.0
4561,15603683.0,Fiorentino,762.0,Spain,Male,29.0,7.0,0.0,1.0,0.0,1.0,51387.1,0.0
4562,15716000.0,Larkin,749.0,Germany,Female,44.0,8.0,151709.33,2.0,1.0,1.0,174969.92,0.0
4563,15764444.0,Tseng,706.0,Spain,Female,37.0,1.0,0.0,2.0,1.0,1.0,171045.31,0.0
4564,15629787.0,Pagnotto,615.0,Spain,Male,39.0,5.0,0.0,2.0,1.0,1.0,17095.49,0.0
4565,15684440.0,Mistry,562.0,France,Male,36.0,6.0,0.0,2.0,1.0,1.0,179614.7,0.0
4566,15635244.0,Ts'ai,717.0,France,Male,30.0,3.0,0.0,1.0,1.0,0.0,57764.65,0.0
4567,15713483.0,Hao,829.0,Germany,Female,60.0,9.0,72647.64,2.0,0.0,0.0,131852.01,1.0
4568,15604536.0,She,773.0,Germany,Female,35.0,5.0,114370.44,2.0,0.0,1.0,62845.65,0.0
4569,15752731.0,Ts'ao,614.0,Germany,Male,52.0,8.0,97750.07,1.0,1.0,0.0,95985.64,1.0
4570,15573888.0,Maclean,656.0,France,Male,37.0,1.0,0.0,2.0,0.0,0.0,148537.07,0.0
4571,15736495.0,Macartney,586.0,France,Male,41.0,7.0,169312.13,1.0,1.0,1.0,80134.65,0.0
4572,15572022.0,Eluemuno,543.0,Spain,Male,35.0,0.0,0.0,1.0,1.0,0.0,121438.58,1.0
4573,15685920.0,Pisani,655.0,Spain,Female,34.0,8.0,0.0,2.0,1.0,1.0,166495.2,0.0
4574,15642996.0,Iweobiegbunam,610.0,Germany,Male,43.0,4.0,119182.73,2.0,1.0,1.0,133693.75,0.0
4575,15663625.0,Kuo,613.0,France,Male,29.0,0.0,0.0,1.0,0.0,0.0,53793.1,0.0
4576,15793049.0,Hs?,602.0,France,Female,34.0,4.0,0.0,2.0,1.0,0.0,113597.64,0.0
4577,15702541.0,Ts'ui,595.0,France,Male,35.0,5.0,0.0,2.0,1.0,0.0,147040.25,0.0
4578,15641158.0,Foveaux,632.0,Spain,Male,36.0,2.0,0.0,2.0,1.0,1.0,126812.83,0.0
4579,15753375.0,Lucchesi,587.0,France,Female,35.0,6.0,0.0,1.0,1.0,0.0,173365.89,1.0
4580,15778934.0,Calabresi,716.0,France,Male,42.0,2.0,0.0,1.0,0.0,0.0,55313.51,0.0
4581,15756070.0,Tsao,704.0,Spain,Female,33.0,8.0,0.0,2.0,1.0,0.0,168034.9,0.0
4582,15674880.0,Nnamutaezinwa,833.0,Spain,Male,47.0,10.0,0.0,2.0,1.0,0.0,146723.72,0.0
4583,15676966.0,Ts'ui,711.0,Spain,Female,32.0,7.0,177799.83,1.0,1.0,0.0,121151.1,0.0
4584,15663885.0,Chibugo,596.0,France,Female,29.0,9.0,0.0,2.0,0.0,1.0,109496.45,0.0
4585,15773921.0,Sagese,703.0,Germany,Male,36.0,2.0,91245.19,2.0,1.0,1.0,149648.12,0.0
4586,15591135.0,Shih,762.0,Spain,Female,32.0,6.0,0.0,2.0,1.0,0.0,149517.72,0.0
4587,15763613.0,Nwankwo,614.0,France,Male,44.0,9.0,0.0,2.0,1.0,1.0,180551.76,0.0
4588,15569666.0,Okwudiliolisa,637.0,France,Male,49.0,5.0,0.0,2.0,1.0,0.0,180197.74,0.0
4589,15697360.0,Tien,749.0,Spain,Female,42.0,9.0,0.0,2.0,1.0,0.0,61811.1,0.0
4590,15632789.0,P'eng,633.0,France,Male,30.0,8.0,0.0,2.0,1.0,0.0,60775.76,0.0
4591,15591942.0,Ch'iu,694.0,Spain,Male,38.0,5.0,0.0,2.0,0.0,1.0,148815.73,0.0
4592,15633059.0,Fanucci,675.0,France,Female,39.0,0.0,0.0,1.0,1.0,1.0,170968.99,0.0
4593,15641640.0,Chikezie,731.0,Germany,Male,41.0,3.0,130878.75,1.0,1.0,0.0,74945.11,0.0
4594,15733581.0,Smith,549.0,France,Female,32.0,6.0,0.0,1.0,1.0,1.0,70954.41,0.0
4595,15761348.0,Lai,564.0,Germany,Male,35.0,8.0,127539.3,1.0,1.0,0.0,135875.54,0.0
4596,15648069.0,Palerma,724.0,France,Male,48.0,4.0,0.0,2.0,0.0,1.0,71709.12,0.0
4597,15753092.0,Pugh,678.0,Spain,Male,32.0,10.0,0.0,2.0,0.0,1.0,83982.02,0.0
4598,15758813.0,Ugoji,687.0,France,Female,47.0,9.0,0.0,1.0,1.0,1.0,84421.34,0.0
4599,15803378.0,Toscani,678.0,Germany,Female,32.0,0.0,107825.08,2.0,1.0,0.0,120830.73,0.0
4600,15682578.0,K'ung,556.0,Germany,Female,54.0,6.0,148055.74,1.0,1.0,0.0,163563.07,1.0
4601,15740602.0,Chinwenma,704.0,Germany,Female,32.0,2.0,88902.21,2.0,1.0,1.0,38196.24,0.0
4602,15674851.0,Chibueze,773.0,Germany,Male,29.0,9.0,102278.71,1.0,1.0,0.0,112157.31,0.0
4603,15679966.0,Hsueh,581.0,France,Female,26.0,5.0,0.0,2.0,1.0,1.0,167984.72,0.0
4604,15740072.0,Cattaneo,635.0,Germany,Male,36.0,2.0,82697.28,2.0,1.0,1.0,109843.16,0.0
4605,15585738.0,Ts'ui,733.0,France,Female,38.0,3.0,0.0,1.0,1.0,0.0,52885.23,1.0
4606,15623202.0,Lu,581.0,France,Male,31.0,9.0,115414.19,1.0,1.0,0.0,104889.3,0.0
4607,15644896.0,K'ung,685.0,France,Male,26.0,10.0,0.0,2.0,1.0,0.0,160810.85,0.0
4608,15795511.0,T'ang,641.0,France,Male,31.0,3.0,0.0,2.0,1.0,1.0,72402.0,0.0
4609,15783865.0,Hsiung,678.0,France,Male,44.0,1.0,0.0,1.0,1.0,0.0,93524.22,1.0
4610,15771403.0,Chu,711.0,Spain,Male,29.0,10.0,0.0,2.0,1.0,1.0,142400.27,0.0
4611,15745307.0,Ch'ien,690.0,France,Female,46.0,4.0,0.0,1.0,1.0,1.0,62700.08,1.0
4612,15746564.0,Chinomso,636.0,France,Female,38.0,8.0,0.0,1.0,1.0,0.0,52327.57,0.0
4613,15763898.0,Trevisano,738.0,France,Female,51.0,3.0,0.0,1.0,0.0,1.0,81778.72,0.0
4614,15806941.0,Ch'in,738.0,France,Male,33.0,3.0,126687.28,1.0,0.0,1.0,173784.04,0.0
4615,15568595.0,Milano,698.0,France,Male,18.0,9.0,0.0,2.0,1.0,1.0,115789.25,0.0
4616,15766887.0,Genovese,616.0,France,Female,37.0,8.0,0.0,2.0,1.0,0.0,189428.75,0.0
4617,15681843.0,Nnamutaezinwa,705.0,France,Male,27.0,2.0,0.0,2.0,1.0,0.0,55829.25,0.0
4618,15600173.0,Kao,579.0,France,Male,31.0,5.0,0.0,1.0,1.0,1.0,71159.84,0.0
4619,15589200.0,Mancini,646.0,France,Male,36.0,7.0,0.0,2.0,1.0,0.0,73669.94,0.0
4620,15618647.0,DeRose,712.0,France,Male,43.0,9.0,0.0,2.0,1.0,0.0,64872.33,0.0
4621,15743976.0,Hsieh,724.0,Germany,Male,32.0,4.0,91897.8,1.0,1.0,0.0,137793.35,0.0
4622,15585961.0,Chin,738.0,France,Male,47.0,8.0,0.0,2.0,0.0,1.0,83681.2,0.0
4623,15777784.0,Ritchie,762.0,Germany,Male,39.0,6.0,127772.1,2.0,1.0,1.0,82463.69,0.0
4624,15629002.0,Ibezimako,758.0,Spain,Female,38.0,8.0,0.0,2.0,1.0,0.0,64515.25,0.0
4625,15668032.0,Hsueh,587.0,Spain,Male,35.0,1.0,0.0,2.0,0.0,0.0,97908.01,0.0
4626,15732903.0,Onyemachukwu,570.0,France,Female,42.0,8.0,0.0,2.0,1.0,1.0,142516.35,0.0
4627,15574879.0,Uwaezuoke,614.0,France,Female,43.0,8.0,0.0,3.0,0.0,0.0,110525.6,1.0
4628,15691817.0,Lai,674.0,France,Female,31.0,5.0,0.0,2.0,0.0,1.0,135875.51,0.0
4629,15685500.0,Iadanza,646.0,France,Male,28.0,9.0,0.0,2.0,1.0,0.0,87412.24,0.0
4630,15665088.0,Hayslett,652.0,France,Male,31.0,9.0,72535.45,1.0,1.0,1.0,1795.93,0.0
4631,15669945.0,Hsieh,727.0,Spain,Female,36.0,5.0,0.0,2.0,1.0,1.0,121151.1,0.0
4632,15708063.0,Ndubueze,662.0,France,Male,46.0,9.0,0.0,1.0,1.0,1.0,131778.58,1.0
4633,15621768.0,Biryukov,696.0,France,Male,29.0,8.0,0.0,2.0,0.0,0.0,56636.28,0.0
4634,15656096.0,Hsiao,707.0,Spain,Male,51.0,9.0,0.0,1.0,1.0,0.0,177740.58,1.0
4635,15641416.0,Ts'ao,605.0,France,Male,33.0,8.0,0.0,2.0,1.0,1.0,157891.86,0.0
4636,15643487.0,Chiawuotu,665.0,France,Female,48.0,1.0,107528.07,1.0,0.0,1.0,116828.51,1.0
4637,15769499.0,Y?,569.0,Spain,Female,34.0,8.0,0.0,1.0,1.0,0.0,74846.67,0.0
4638,15643487.0,Nnaife,758.0,Spain,Female,36.0,9.0,0.0,2.0,1.0,1.0,127528.84,1.0
4639,15689328.0,Mazzi,722.0,France,Female,61.0,6.0,0.0,1.0,0.0,0.0,150242.44,1.0
4640,15595588.0,K?,614.0,France,Male,49.0,7.0,0.0,3.0,1.0,0.0,177624.01,1.0
4641,15720644.0,Tung,682.0,France,Male,39.0,1.0,0.0,2.0,0.0,0.0,107640.35,0.0
4642,15673837.0,Milano,638.0,Spain,Male,44.0,1.0,0.0,2.0,1.0,0.0,90928.48,0.0
4643,15679909.0,Chukwunonso,792.0,Germany,Male,46.0,7.0,102277.47,1.0,1.0,0.0,102665.92,0.0
4644,15766686.0,Hsiung,592.0,France,Female,31.0,8.0,108881.73,1.0,1.0,1.0,62280.91,0.0
4645,15678725.0,Ogochukwu,706.0,Spain,Female,37.0,5.0,0.0,2.0,1.0,1.0,173495.77,0.0
4646,15807312.0,Ts'ai,733.0,France,Female,42.0,4.0,0.0,2.0,1.0,1.0,69052.87,0.0
4647,15593345.0,McIntyre,656.0,Germany,Male,33.0,9.0,103818.47,1.0,1.0,0.0,177783.04,1.0
4648,15686936.0,Toscani,695.0,Germany,Female,37.0,4.0,149995.72,2.0,1.0,1.0,56897.1,0.0
4649,15770174.0,Chukwuhaenye,516.0,Germany,Female,36.0,9.0,137456.28,2.0,1.0,0.0,177644.52,0.0
4650,15594862.0,Ewen,571.0,Spain,Male,33.0,3.0,0.0,2.0,1.0,1.0,153566.97,0.0
4651,15656829.0,Martin,646.0,France,Male,55.0,1.0,0.0,1.0,0.0,0.0,135875.51,1.0
4652,15743817.0,Nwachukwu,667.0,Spain,Female,23.0,4.0,0.0,1.0,1.0,1.0,52629.73,0.0
4653,15709621.0,K?,595.0,Spain,Male,34.0,2.0,118448.15,1.0,1.0,0.0,152845.99,0.0
4654,15627352.0,T'ien,682.0,France,Male,41.0,0.0,145155.37,1.0,1.0,1.0,141756.32,0.0
4655,15798895.0,Ch'ien,719.0,France,Male,36.0,1.0,0.0,1.0,0.0,1.0,93439.75,0.0
4656,15740223.0,Ibezimako,646.0,Germany,Male,41.0,5.0,131286.46,2.0,1.0,1.0,79623.28,0.0
4657,15663438.0,Biryukov,703.0,France,Female,34.0,0.0,0.0,1.0,0.0,1.0,43943.09,0.0
4658,15598884.0,Ejimofor,683.0,France,Male,35.0,9.0,0.0,2.0,1.0,0.0,182551.74,0.0
4659,15607586.0,Fanucci,716.0,Germany,Male,34.0,4.0,152760.24,1.0,1.0,1.0,128882.66,0.0
4660,15792916.0,Lai,577.0,Germany,Female,39.0,2.0,153097.58,2.0,1.0,1.0,51919.04,0.0
4661,15793424.0,Fanucci,681.0,France,Male,57.0,5.0,0.0,2.0,1.0,0.0,91943.94,0.0
4662,15603674.0,Fink,668.0,France,Male,24.0,9.0,129731.64,1.0,1.0,1.0,58469.75,0.0
4663,15573456.0,Efimov,706.0,France,Male,24.0,9.0,0.0,2.0,1.0,1.0,127433.47,0.0
4664,15672574.0,Chukwuemeka,659.0,France,Female,29.0,2.0,0.0,2.0,1.0,1.0,103315.74,1.0
4665,15748473.0,Nnachetam,822.0,France,Male,32.0,5.0,0.0,2.0,1.0,1.0,88842.8,0.0
4666,15740072.0,Mazzanti,705.0,Spain,Male,33.0,9.0,152264.81,1.0,1.0,0.0,150664.83,0.0
4667,15687477.0,Chiawuotu,683.0,Spain,Male,31.0,3.0,98548.62,1.0,1.0,1.0,166472.81,0.0
4668,15742986.0,Uwaezuoke,684.0,Germany,Female,35.0,7.0,121681.91,1.0,1.0,1.0,142940.39,0.0
4669,15784761.0,Ch'eng,614.0,France,Female,42.0,7.0,0.0,1.0,1.0,0.0,121551.93,0.0
4670,15682528.0,Chijioke,726.0,France,Male,34.0,6.0,0.0,2.0,1.0,1.0,176570.28,0.0
4671,15691863.0,Chia,668.0,Spain,Male,34.0,3.0,0.0,2.0,1.0,0.0,157891.86,0.0
4672,15693331.0,Shih,589.0,France,Male,47.0,5.0,0.0,2.0,1.0,1.0,82870.75,0.0
4673,15592451.0,Iweobiegbunam,718.0,France,Male,59.0,4.0,123599.49,1.0,1.0,1.0,136329.96,0.0
4674,15738785.0,Padovesi,641.0,France,Female,40.0,4.0,0.0,2.0,1.0,1.0,80619.09,0.0
4675,15802478.0,Ch'ang,600.0,Germany,Female,33.0,1.0,102945.01,1.0,0.0,0.0,82422.97,0.0
4676,15771543.0,Hargreaves,634.0,Spain,Female,57.0,2.0,116546.59,1.0,1.0,0.0,172363.41,1.0
4677,15677062.0,Nnachetam,699.0,France,Female,29.0,4.0,146329.73,1.0,1.0,0.0,121189.3,0.0
4678,15643794.0,Chidiegwu,586.0,France,Male,29.0,7.0,0.0,2.0,1.0,0.0,67468.67,0.0
4679,15777045.0,Maclean,663.0,Spain,Male,30.0,1.0,81231.85,2.0,1.0,1.0,109572.59,0.0
4680,15654574.0,Clements,653.0,France,Male,43.0,4.0,0.0,1.0,1.0,0.0,110916.15,1.0
4681,15759915.0,Hsia,652.0,France,Male,26.0,8.0,0.0,2.0,1.0,0.0,171848.88,0.0
4682,15651389.0,K?,569.0,France,Female,43.0,4.0,0.0,1.0,1.0,0.0,115429.32,1.0
4683,15604792.0,Ch'in,745.0,France,Female,50.0,2.0,0.0,1.0,1.0,1.0,52484.01,1.0
4684,15603880.0,Yeh,526.0,France,Male,25.0,6.0,0.0,1.0,1.0,1.0,180344.69,0.0
4685,15588537.0,Aitken,711.0,Spain,Male,37.0,6.0,0.0,2.0,1.0,1.0,185561.89,0.0
4686,15803801.0,Ts'ai,742.0,Germany,Male,40.0,8.0,167864.4,2.0,0.0,1.0,134964.85,0.0
4687,15742210.0,Uspensky,731.0,France,Male,43.0,3.0,0.0,2.0,0.0,0.0,140579.17,1.0
4688,15662547.0,Onyemere,734.0,Spain,Male,45.0,8.0,85906.65,1.0,0.0,1.0,64849.74,0.0
4689,15772030.0,Uspenskaya,579.0,France,Male,32.0,5.0,152508.99,1.0,0.0,1.0,86927.53,0.0
4690,15757588.0,Chidimma,850.0,France,Male,41.0,5.0,0.0,2.0,1.0,1.0,88815.25,0.0
4691,15702631.0,Chiu,648.0,Spain,Female,32.0,7.0,0.0,1.0,0.0,0.0,82351.06,1.0
4692,15773779.0,Kao,584.0,France,Male,41.0,4.0,0.0,2.0,1.0,0.0,85901.09,0.0
4693,15780961.0,Hs?,611.0,France,Male,37.0,7.0,0.0,2.0,1.0,1.0,152843.53,0.0
4694,15602034.0,Ch'ien,593.0,Spain,Male,54.0,3.0,0.0,1.0,1.0,0.0,59374.82,1.0
4695,15693893.0,Omeokachie,793.0,France,Male,36.0,6.0,0.0,2.0,0.0,0.0,68860.3,0.0
4696,15595067.0,Onyekachukwu,712.0,France,Male,37.0,7.0,0.0,1.0,1.0,1.0,176924.21,0.0
4697,15766183.0,Tsou,551.0,France,Female,30.0,2.0,0.0,2.0,0.0,1.0,175749.36,0.0
4698,15641582.0,Bischof,764.0,Germany,Male,36.0,7.0,127122.79,2.0,0.0,0.0,140937.91,0.0
4699,15651674.0,Genovese,667.0,France,Female,30.0,7.0,81623.67,1.0,1.0,1.0,38960.59,0.0
4700,15627876.0,Chukwudi,635.0,Germany,Female,48.0,2.0,122029.15,2.0,0.0,1.0,84421.34,0.0
4701,15750765.0,Ch'in,635.0,Germany,Female,39.0,2.0,107556.08,1.0,1.0,0.0,83681.2,1.0
4702,15592761.0,Genovese,661.0,France,Male,28.0,6.0,0.0,2.0,0.0,0.0,43981.67,0.0
4703,15627995.0,Ku,704.0,France,Male,23.0,3.0,0.0,2.0,1.0,1.0,159254.29,0.0
4704,15747014.0,Nkemdilim,535.0,France,Male,47.0,3.0,0.0,1.0,0.0,0.0,147822.54,1.0
4705,15682472.0,Teng,645.0,France,Female,34.0,0.0,0.0,2.0,1.0,1.0,127433.56,0.0
4706,15656471.0,Zetticci,663.0,Spain,Female,37.0,8.0,0.0,2.0,0.0,1.0,120892.74,0.0
4707,15658852.0,Lucchesi,689.0,France,Male,46.0,8.0,103421.49,1.0,0.0,1.0,83681.2,0.0
4708,15730043.0,Tseng,679.0,France,Male,31.0,6.0,0.0,2.0,1.0,0.0,171515.84,0.0
4709,15791769.0,Milanesi,687.0,France,Male,34.0,3.0,0.0,1.0,1.0,0.0,92647.94,0.0
4710,15699467.0,Ibezimako,732.0,Germany,Female,42.0,3.0,122947.92,1.0,1.0,0.0,140133.09,0.0
4711,15781589.0,Yefimova,632.0,France,Male,44.0,7.0,126473.33,1.0,1.0,1.0,56971.41,0.0
4712,15579548.0,Frolov,628.0,France,Male,32.0,1.0,0.0,2.0,1.0,1.0,69055.45,0.0
4713,15585888.0,Tung,575.0,France,Female,34.0,4.0,0.0,2.0,1.0,1.0,84760.32,1.0
4714,15660679.0,Ch'ien,660.0,Spain,Female,39.0,1.0,0.0,2.0,1.0,1.0,79559.02,0.0
4715,15682355.0,Okwudiliolisa,581.0,France,Female,38.0,3.0,0.0,2.0,1.0,0.0,143578.55,0.0
4716,15756610.0,Lo,754.0,Germany,Male,49.0,9.0,109044.3,1.0,1.0,0.0,167984.72,1.0
4717,15782735.0,Ts'ao,696.0,Germany,Male,49.0,2.0,146329.57,1.0,1.0,1.0,100834.22,0.0
4718,15762615.0,McIntosh,756.0,France,Female,36.0,3.0,0.0,1.0,1.0,0.0,172490.78,1.0
4719,15682835.0,Chukwuemeka,627.0,Germany,Male,35.0,2.0,151218.98,2.0,1.0,1.0,72849.29,0.0
4720,15650018.0,Iweobiegbunam,549.0,Germany,Female,46.0,2.0,141441.75,2.0,1.0,1.0,115268.86,1.0
4721,15593331.0,Teng,509.0,Spain,Male,38.0,5.0,177822.03,1.0,1.0,0.0,171706.66,0.0
4722,15723488.0,Chukwukere,663.0,Spain,Male,33.0,2.0,0.0,2.0,1.0,0.0,156598.23,0.0
4723,15573741.0,Ch'ien,588.0,Spain,Female,31.0,6.0,0.0,2.0,1.0,0.0,59103.13,0.0
4724,15714586.0,Kao,659.0,Spain,Female,53.0,1.0,0.0,1.0,1.0,1.0,79919.97,1.0
4725,15696852.0,Ting,622.0,Germany,Male,38.0,4.0,118537.47,1.0,1.0,0.0,106876.2,1.0
4726,15803415.0,Nwabugwu,619.0,France,Female,27.0,1.0,0.0,2.0,1.0,0.0,127068.92,0.0
4727,15749947.0,Kenechi,553.0,Germany,Male,53.0,1.0,132412.38,1.0,1.0,0.0,112465.19,1.0
4728,15737025.0,Hs?,638.0,Spain,Female,37.0,6.0,0.0,1.0,1.0,1.0,49656.24,0.0
4729,15592028.0,Chidumaga,652.0,France,Male,37.0,3.0,0.0,1.0,0.0,1.0,152499.8,0.0
4730,15724889.0,Hsueh,711.0,Germany,Male,47.0,5.0,116471.43,1.0,0.0,0.0,164741.5,1.0
4731,15658052.0,Zetticci,586.0,Spain,Female,28.0,1.0,0.0,1.0,1.0,0.0,57589.29,1.0
4732,15680234.0,Genovese,651.0,Spain,Female,41.0,1.0,0.0,1.0,1.0,0.0,185547.76,1.0
4733,15707042.0,Hsing,605.0,France,Female,44.0,2.0,0.0,2.0,0.0,0.0,83087.13,0.0
4734,15735782.0,O'Brien,703.0,Germany,Female,41.0,10.0,105627.95,1.0,1.0,1.0,82900.25,0.0
4735,15655298.0,Lettiere,505.0,Spain,Female,44.0,9.0,128486.11,1.0,1.0,0.0,16281.94,0.0
4736,15773869.0,Hsiung,641.0,Germany,Female,46.0,3.0,125785.23,2.0,1.0,1.0,162719.69,1.0
4737,15707025.0,Eluemuno,676.0,France,Male,38.0,4.0,0.0,2.0,1.0,0.0,113482.2,0.0
4738,15788676.0,Piazza,683.0,France,Male,30.0,9.0,0.0,2.0,1.0,1.0,89983.02,0.0
4739,15750156.0,Okonkwo,531.0,Germany,Female,38.0,2.0,135903.33,1.0,1.0,0.0,74850.84,0.0
